HashOwner,HashFunction,AverageAllocatedMb,AverageDuration,Timestamp
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,327
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,338
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,358
c5a9e1cb6879e4e2c552d664e9f81c5ad57d2574408a84e3256ace8131c8e416,83b3aa6a0849c0947995baf420b51f111686f19e22a90ea4841f9bb69f9c0b4f,228,52,379
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,405
1e82fe99a8f5334179df931033e5d91fb38bbb5cc0553516e5264b7a3d3cd94f,c2b6da45d6bc4ffdf300422e4f8cb8d80c1e07fadf32a1d731726accdb42a42f,476,570,409
67273e89acc518f0a9cb5209c376641eb054477a3c73099943cd96e95f448c13,eb1992bf7adca3447c6a08a14ac1b4848d20e276f68b2445c11d590776ec1c30,104,150,416
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,431
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,465
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,561
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,209,295,566
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,6b66e0445267c0f2ac598e4541a9cdd945c630017a785aac2722cb130b916995,232,33,591
cd9cf7553455c10ae7ca49ab3e81b01d59fbd74737a1ae55a9db5d48e25b6657,52df3473cd810e5d9eb4923260c0189b6136da3193253f984fb97bca8e8b3deb,245,7230,604
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,609
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,619
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,622
1e82fe99a8f5334179df931033e5d91fb38bbb5cc0553516e5264b7a3d3cd94f,6c37a2d541025befc579c81f5e04c25376e25c14d2a0f2f88d4cbcf5977f4613,476,219,624
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,633
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,651
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,653
e02f201eb381df882a7ec37de1d4072067da184a0f5987cf77554a3e9b5f6c7b,b81bc2be4cbbdd28039c5ecaf4b65f34bb7edd6c9344f505cfb58958cc7f03e6,132,259,665
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,700
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,726
c7eb557e2eb846d87bd18df93e7a4b9dd55e13be18d2061d0f7f3aca3b22a0b0,4fec01ac4ad62bb7fdff5851257d9a097af424ae03ba62c0e94167e3d5e24ef6,200,28,732
f0c3d0525911690128323b0870306cd6c1a86e6a69c7868c0f6f2f8aaa040838,bc87f474bd447aad71d580f6d778c25f4cac9f0b7ce05edac02a05b0d3069ef8,267,65,746
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,760
28ad228ec27be626daaa3f42b60c719816cbe640ef32d89c5a61e3d72c7990b0,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,124,269,760
c3d8abdce5a2d6cc74e33081a4105ffb31d36f5c224f0aa6f7d27c9f578bc23d,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,183,265,811
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,843
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,856
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,861
05adaa46797bfe5f970486cea2a55eda78fd8c4fbf1021b9956cf2a34af24dd2,08f7ff6d9380a3c0442130789c39c3006b6648ba613a3cc9f34de200ae2ee057,132,8,875
98f3fe1d01789fc2d8ab1dc9cd9a31d51fcbf1936e36a47526280c95ec0cd944,85cff28b83792428e039e986e5d5554318a9678f111ec9a6f65ae2956f25ed18,150,49,883
c3d8abdce5a2d6cc74e33081a4105ffb31d36f5c224f0aa6f7d27c9f578bc23d,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,183,265,904
f0c3d0525911690128323b0870306cd6c1a86e6a69c7868c0f6f2f8aaa040838,bc87f474bd447aad71d580f6d778c25f4cac9f0b7ce05edac02a05b0d3069ef8,267,65,917
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,924
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,932
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,946
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,948
7e659a5884d03424815f3025c42dca40d06de97619771152e629353484a6e308,12c1683495eee1b714c9b0a145630b2e10ef92ec97be67cb46bf6ba23b83cd78,194,171,979
2191cbde942236f91a98221d7671e243ca1c330213b508f2446160091a232d6f,435d03a134039707461c56bb05f6157c4768effaf6aff73a888a0d9dfe2faa57,198,72,982
7aaf0749a847983d7f764e71b36cc3f9bae85d6e1364aaa12c7c141f3adb7cb9,84498403146d501818934ae25368640d5cc4c8de99b51788bf5779b7b5ed5228,163,9,1021
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1029
2191cbde942236f91a98221d7671e243ca1c330213b508f2446160091a232d6f,e7cd675a9087f97c9c3f5861ef1c646938f820063f313ac639bd23f80b1463ba,198,492,1030
2191cbde942236f91a98221d7671e243ca1c330213b508f2446160091a232d6f,7967443fae241b40f350ec20dc2e0c558f7c5a9f94e4db73b580e5abf143ab23,115,18,1054
5bbd0ed78133e6f4b39fa039a31f51041a45c8cf638394095e668c429812e4bc,9e731ec36416b5076757b54e75eaeb93a6928f89f24301adaacad934061e0f8d,117,71,1055
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1072
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1076
769dc60cf9d8b93bd2c41d29db1bf96b75bc4338a45489207d1ff910dd141c6d,68c45f54d6dd3861acc40bcebba5441c90e55a2a0228a07cc629e26e291ea3ca,228,1157,1126
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1150
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1151
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,1156
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1169
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1188
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,1219
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1227
05adaa46797bfe5f970486cea2a55eda78fd8c4fbf1021b9956cf2a34af24dd2,08f7ff6d9380a3c0442130789c39c3006b6648ba613a3cc9f34de200ae2ee057,132,8,1241
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,6b66e0445267c0f2ac598e4541a9cdd945c630017a785aac2722cb130b916995,232,33,1243
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1249
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1251
4445db6c91e5cd1886435832359fb02ea49d39e7efed4887731ab21476d622d1,393a6f5592f60aa8d7e2c4ce0766c1d2330563fd49266f7f76d9c1e9b985f730,103,0,1276
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1276
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1324
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1367
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1371
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1445
dca6b75d51b494146b50f93b0f1a863ce99164942695e8309c5d64b47709064e,b544355bf572af6ccce3ba611f8fc69980969e92935abc05b23c7d4e944c287c,195,67890,1446
378bd6698347aeed7bdec1a8a70b987e2a39654d63648ac5f0ef2c00e9400f8d,f8c5d1ba78b7d2f4d2d2a0d8bbc31f0b93185edce1d0788fbc362f22bd931af2,190,244,1464
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1483
28ad228ec27be626daaa3f42b60c719816cbe640ef32d89c5a61e3d72c7990b0,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,124,269,1522
c3d8abdce5a2d6cc74e33081a4105ffb31d36f5c224f0aa6f7d27c9f578bc23d,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,183,265,1522
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1544
454e4f4def80d8cc457e22639506b924d006be91813fa9a73d189b4bda40bee5,9bce5e2ee302cba459ff2ca75e37cdb0dba32118fe1fd0762eb4726f214eefbf,570,572,1546
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1571
67273e89acc518f0a9cb5209c376641eb054477a3c73099943cd96e95f448c13,eb1992bf7adca3447c6a08a14ac1b4848d20e276f68b2445c11d590776ec1c30,104,150,1619
3b62f5a19ac6cf6af106cea5b9c3d58a1652a491b2776e46d634f4327b3322cc,15fe279870a8a3041c460cc3bbc1660172d59bf528a23627460a963b291b6aa8,122,3,1633
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1633
205aeb5cfa1acbd149e23d96aa2ab261b25856af8e0fd4679602bc7ad79a0505,12d4a9bbd15137354716b98a7915e9354bb29d5e01dcb1f5597824053d102194,144,212,1636
86fedd55620de731bf3d5cbb32bb565c5b70df4749b1b6e523b2474be6f39ea5,439be5cdb9b6627228a37bc8c401d5ce92b85d73430bfa3ab80f4c68dc108151,195,57731,1662
d49a91b96452c8102c4d2f18647f0503f5bd78c8d9110c60795654c58fbc4fea,acc8525283ec35afb721886f763178b63678f13e1f32d34bbe984680ebe2e983,122,3820,1666
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1708
818b820b4e18c1b60c44f63cff49baf1f4de3fe6f1d552fc41532e2cc36fce16,b1224a9c879b3aa7eb83c46a1f09fd8d300904b14e353d629f1e6a455034bb13,130,63,1740
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,1769
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1778
c920a5d6487a3b0fc1a523bb26f30342f62e1e85318b7c35751479d7e4b648a4,a4d811c4d9232a14b4b863f7b290600a6a40ae804a8726ff693d2743e72317cc,398,26,1787
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,1791
28ad228ec27be626daaa3f42b60c719816cbe640ef32d89c5a61e3d72c7990b0,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,124,269,1801
67273e89acc518f0a9cb5209c376641eb054477a3c73099943cd96e95f448c13,eb1992bf7adca3447c6a08a14ac1b4848d20e276f68b2445c11d590776ec1c30,104,150,1803
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,242,32,1813
34de4e6323a82353f291425e139818b18da8ad23f68f5a5aaa624d9a36e1ec11,ed635347e8d9627cc821b99d6c0d194598825d84635884cc4a049fd3a324ac9d,140,6732,1823
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1839
c3d8abdce5a2d6cc74e33081a4105ffb31d36f5c224f0aa6f7d27c9f578bc23d,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,183,265,1845
98f3fe1d01789fc2d8ab1dc9cd9a31d51fcbf1936e36a47526280c95ec0cd944,85cff28b83792428e039e986e5d5554318a9678f111ec9a6f65ae2956f25ed18,150,49,1848
996e17571e5abd9b353391a9de824a349cf4a02a5c65b0e2e956b744f783f0d5,b567e4c205d121929ae65733c9ec55d70c993bc6a96a5d0a50988c3e9a180154,187,117,1866
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1897
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1928
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1953
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,1983
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,2003
61e526178f8e82f1c31ba3bd706c1a9be9984b74cd365f551d6c28e3bc7745aa,4a15852871c03f6e40bd6b56e1a640775e9f84acafdaf8a0667e0142ce368b88,216,18602,2070
c7eb557e2eb846d87bd18df93e7a4b9dd55e13be18d2061d0f7f3aca3b22a0b0,6590c82e22abcdaf4887f5e84c39b3d264276cb7fb5bd585cdde6e8966a58966,192,33,2073
c3d8abdce5a2d6cc74e33081a4105ffb31d36f5c224f0aa6f7d27c9f578bc23d,dd833bb70b3a57caaa6b4e4560975d9ba5a77fd0151e13d1b5f30b4f6c381d5c,183,265,2106
87e09914f5b7bf152da3383ee2f7cc0f52f69b7c1445d4c584f13a4d347dbfbb,4456b981d48aae1e52ca3615ff8328f0ae2b7786978b8385af9e3286b68b09d4,135,6,2110
159e335d489fb17bbd6def391f80c355dc382aafbbf60596f33c195e493b0e9a,40851f176fd2fd355cdd069daf2e6d2010e84e80aa41dfafb69714277f6b7d06,421,28,2116
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,2118
1e82fe99a8f5334179df931033e5d91fb38bbb5cc0553516e5264b7a3d3cd94f,4e0bf5950f95c9b5d1621a1b316f148b48e186eccd4c5a87fa4f8e141aac2d34,476,415,2134
28ad228ec27be626daaa3f42b60c719816cbe640ef32d89c5a61e3d72c7990b0,fd0f071b56fe67f3d006ae42a55a73e7f47365e2d4262349f2dd993e45ad83d5,124,269,2144
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,2192
1e82fe99a8f5334179df931033e5d91fb38bbb5cc0553516e5264b7a3d3cd94f,4e0bf5950f95c9b5d1621a1b316f148b48e186eccd4c5a87fa4f8e141aac2d34,476,415,2223
67273e89acc518f0a9cb5209c376641eb054477a3c73099943cd96e95f448c13,eb1992bf7adca3447c6a08a14ac1b4848d20e276f68b2445c11d590776ec1c30,104,150,2248
d2f8f905e086ca2dfcfb3ea1849bf2d1dae6477efd8ebc6544c9c6d9d434c2bf,fb6d8fc48a294e415bb9278e80dd7084382b6c9e1b92ba08d1ff758bb7dd0f88,131,87,2278
104f438d72947b49216b97034e44c8f80e90b58c41c08afdad10f25a6eb1af7d,5315be05fc3b21a3f483ed0759bce825764dcf8a762623a1d94ff63f9d9ce4cc,209,295,2283
